FIELD,YEAR,PRODUCTION,YOY_DELTA
K04-A,2005,64625.19845092,21025.719738169995
K04-A,2006,49062.730535074996,-15562.467915845002
K04-A,2007,224082.98299609002,175020.252461015
K04-A,2008,178082.34684711002,-46000.636148980004
K04-A,2009,135363.746422405,-42718.600424705015
K04-A,2010,344512.911724025,209149.16530161997
K04-A,2011,369009.550772135,24496.639048109995
K04-A,2012,253344.269066755,-115665.28170537998
K04-A,2013,253055.32257368002,-288.9464930749673
K04-A,2014,215587.98247256,-37467.34010112003
K04-A,2015,200705.85139342994,-14882.13107913005
K04-A,2016,171845.63134678497,-28860.220046644972
K04-A,2017,138407.84501351498,-33437.78633326999
K04-A,2018,147891.06248125498,9483.217467740003
K04-A,2019,94880.63325284001,-53010.42922841497
K04-A,2020,123917.78680803005,29037.153555190045
K04-A,2021,77381.27800000002,-46536.508808030034
K04-E,2003,64460.479803160015,
K04-E,2004,116037.743709175,51577.26390601499
K04-E,2005,200049.577167865,84011.83345869
K04-E,2006,395636.23304655997,195586.65587869496
K04-E,2007,515447.98263941,119811.74959285004
K04-E,2008,371364.31199175015,-144083.67064765986
K04-E,2009,332053.93833345,-39310.373658300145
K04-E,2010,280205.987458095,-51847.95087535499
K04-E,2011,230949.733821185,-49256.25363691003
K04-E,2012,129206.95022756502,-101742.78359361997
K04-E,2013,132358.45287957002,3151.5026520050014
K04-E,2014,114569.329456965,-17789.123422605015
K04-E,2015,109214.54083019501,-5354.788626769994
K04-E,2016,81817.79592373001,-27396.744906465
K04-E,2017,89513.79538694001,7695.999463209999
K04-E,2018,79386.96794820999,-10126.827438730019
K04-E,2019,72701.594988555,-6685.372959654982
K04-E,2020,62253.626105865,-10447.96888269001
K04-E,2021,38507.56,-23746.066105865
K04-N,2003,321670.33192474005,
K04-N,2004,397697.81756395,76027.48563920998
K04-N,2005,403598.14282398997,5900.325260039943
K04-N,2006,361389.77208241995,-42208.37074157002
K04-N,2007,358636.274091105,-2753.4979913149728
K04-N,2008,323273.27632215497,-35362.99776895001
K04-N,2009,284260.485746035,-39012.790576119965
K04-N,2010,270040.74106998,-14219.74467605498
K04-N,2011,242195.78915289,-27844.951917090017
K04-N,2012,180742.860410665,-61452.92874222502
K04-N,2013,185815.5130756,5072.652664935013
K04-N,2014,168758.426818945,-17057.08625665499
K04-N,2015,164176.692563155,-4581.734255790012
K04-N,2016,152918.66816586,-11258.024397294997
K04-N,2017,128614.88973296502,-24303.77843289498
K04-N,2018,121883.00873570499,-6731.880997260028
K04-N,2019,110771.00250796501,-11112.006227739985
K04-N,2020,101069.09588615001,-9701.906621814996
K04-N,2021,62956.46299999999,-38112.63288615002
K04a-B,2003,0.0,
K04a-B,2004,203377.91944098,203377.91944098
K04a-B,2005,203322.19883068005,-55.72061029996257
K04a-B,2006,24559.86854338,-178762.33028730005
K04a-B,2007,9916.31493082,-14643.553612559997
K04a-B,2008,13429.528947855002,3513.2140170350012
K04a-B,2009,30665.386374985,17235.857427129995
K04a-B,2010,27342.317621955,-3323.0687530299983
K04a-B,2011,23019.733785065,-4322.58383689
K04a-B,2012,14617.29044872,-8402.443336345
K04a-B,2013,13332.196160464999,-1285.0942882550007
K04a-B,2014,17688.473982455005,4356.2778219900065
K04a-B,2015,14044.20787497,-3644.2661074850057
K04a-B,2016,10343.476387195002,-3700.7314877749977
K04a-B,2017,10241.681309355,-101.79507784000089
K04a-B,2018,11458.831687205,1217.1503778499991
K04a-B,2019,12727.130673745,1268.2989865399995
K04a-B,2020,10554.617624445,-2172.5130492999997
K04a-B,2021,4194.82,-6359.797624445
K04a-Z,2013,191057.63678037,
K04a-Z,2014,284033.44693973503,92975.81015936504
K04a-Z,2015,186802.51159298499,-97230.93534675005
K04a-Z,2016,124658.43102546498,-62144.08056752001
K04a-Z,2017,77686.98191994501,-46971.44910551996
K04a-Z,2018,23592.654956820003,-54094.326963125015
K04a-Z,2019,9493.86577975,-14098.789177070003
K04a-Z,2020,6964.9307092300005,-2528.9350705199995
K04a-Z,2021,2900.3929999999996,-4064.537709230001
K05-C North,2010,0.0,
K05-C North,2011,26458.851627415002,26458.851627415002
K05-C North,2012,25000.598316485,-1458.253310930002
K05-C North,2013,5347.624699005,-19652.97361748
K05-C North,2014,14432.09168115,9084.466982144999
K05-C North,2015,13341.057446465002,-1091.0342346849975
K05-C North,2016,4533.489828095,-8807.567618370002
K05-C North,2017,948.68927916,-3584.8005489350003
K05-C North,2018,2897.025506555,1948.3362273950002
K05-C North,2019,1561.6761226150002,-1335.3493839399998
K05-C North,2020,462.937843685,-1098.7382789300002
K05-C North,2021,4058.9450000000006,3596.0071563150004
K05-C Unit,2005,44563.629881065,
K05-C Unit,2006,153993.785843025,109430.15596196
K05-C Unit,2007,151177.87486065,-2815.910982375004
K05-C Unit,2008,138677.318830605,-12500.556030044972
K05-C Unit,2009,131595.881198945,-7081.437631660025
K05-C Unit,2010,122036.95142674,-9558.929772204996
K05-C Unit,2011,103637.006901175,-18399.94452556499
K05-C Unit,2012,81559.82595471501,-22077.180946459994
K05-C Unit,2013,73771.63430491,-7788.191649805012
K05-C Unit,2014,66693.341374865,-7078.2929300449905
K05-C Unit,2015,61854.61611118,-4838.725263685003
K05-C Unit,2016,54938.183009244996,-6916.433101935007
K05-C Unit,2017,48015.539622705,-6922.643386539996
K05-C Unit,2018,43807.6450897,-4207.894533004997
K05-C Unit,2019,39538.443116555005,-4269.201973144998
K05-C Unit,2020,20939.930885625003,-18598.512230930002
K05-C Unit,2021,13652.749,-7287.181885625003
K05-F,2008,18152.78954513,
K05-F,2009,153199.202766725,135046.413221595
K05-F,2010,269864.62512056006,116665.42235383505
K05-F,2011,201678.34166482004,-68186.28345574002
K05-F,2012,92386.50404783,-109291.83761699003
K05-F,2013,91205.98664827,-1180.5173995600053
K05-F,2014,79557.943296835,-11648.043351435
K05-F,2015,44457.98752822001,-35099.95576861499
K05-F,2016,19481.342111724996,-24976.645416495012
K05-F,2017,14053.74008691,-5427.602024814996
K05-F,2018,3.655280475,-14050.084806435
K05-F,2019,7.778943209999999,4.123662734999998
K05-F,2020,0.0,-7.778943209999999
K05-F,2021,0.0,0.0
K05-U,2010,0.0,
K05-U,2011,164470.146708025,164470.146708025
K05-U,2012,202707.90705737006,38237.76034934507
K05-U,2013,189710.73185752003,-12997.175199850026
K05-U,2014,143510.86657147,-46199.865286050044
K05-U,2015,148964.520777125,5453.65420565501
K05-U,2016,103880.36629744,-45084.15447968499
K05-U,2017,88387.44787263,-15492.918424810006
K05-U,2018,76034.765607625,-12352.682265005002
K05-U,2019,63800.0565969,-12234.709010724997
K05-U,2020,51865.457189780005,-11934.599407119997
K05-U,2021,31515.505,-20349.952189780004
K05a-A,2003,602817.26664081,
K05a-A,2004,861359.3055111597,258542.03887034976
K05a-A,2005,774455.07445802,-86904.23105313967
K05a-A,2006,625812.4398948451,-148642.6345631749
K05a-A,2007,620979.8700601851,-4832.56983466004
K05a-A,2008,552754.9756605299,-68224.89439965517
K05a-A,2009,489312.0837450101,-63442.89191551984
K05a-A,2010,460961.6260541551,-28350.457690854964
K05a-A,2011,435552.9644624551,-25408.661591700045
K05a-A,2012,306450.567915455,-129102.3965470001
K05a-A,2013,353587.320091645,47136.75217619003
K05a-A,2014,302161.043004835,-51426.277086809976
K05a-A,2015,447637.79325980996,145476.75025497493
K05a-A,2016,469574.99120543007,21937.197945620108
K05a-A,2017,389275.42051037995,-80299.57069505012
K05a-A,2018,349152.35721472,-40123.06329565996
K05a-A,2019,306805.464529585,-42346.89268513501
K05a-A,2020,276346.86048307,-30458.604046514956
K05a-A,2021,180867.919,-95478.94148307003
K05a-B,2003,137580.29267872,
K05a-B,2004,159784.18579532002,22203.893116600026
K05a-B,2005,148174.786090165,-11609.399705155025
K05a-B,2006,121183.12432404,-26991.66176612499
K05a-B,2007,121914.54014505501,731.4158210150053
K05a-B,2008,112625.40066443998,-9289.139480615035
K05a-B,2009,120894.53333732,8269.13267288002
K05a-B,2010,81346.093846225,-39548.43949109499
K05a-B,2011,0.0,-81346.093846225
K05a-B,2012,147292.721022745,147292.721022745
K05a-B,2013,405357.6861884101,258064.96516566508
K05a-B,2014,342917.9150562201,-62439.77113219001
K05a-B,2015,313670.579181515,-29247.33587470511
K05a-B,2016,289283.9255713051,-24386.653610209876
K05a-B,2017,250760.92042562005,-38523.00514568505
K05a-B,2018,222967.02955927502,-27793.890866345027
K05a-B,2019,291690.70781431504,68723.67825504002
K05a-B,2020,244988.42554562,-46702.28226869504
K05a-B,2021,153837.738,-91150.68754561999
K05a-D,2003,199947.0700224,
K05a-D,2004,353633.3618568201,153686.29183442012
K05a-D,2005,288277.03452176496,-65356.32733505516
K05a-D,2006,187371.08967968498,-100905.94484207997
K05a-D,2007,159149.697674335,-28221.392005349975
K05a-D,2008,107126.566559165,-52023.13111517001
K05a-D,2009,90511.30824213,-16615.258317034997
K05a-D,2010,78383.31021314499,-12127.998028985021
K05a-D,2011,67831.42059889,-10551.889614254978
K05a-D,2012,68743.88831661,912.4677177199919
K05a-D,2013,77633.79732530503,8889.909008695031
K05a-D,2014,57701.28283689,-19932.51448841503
K05a-D,2015,55784.17314841001,-1917.1096884799917
K05a-D,2016,42462.1432038,-13322.02994461001
K05a-D,2017,34096.411964369996,-8365.731239430002
K05a-D,2018,24714.403041730002,-9382.008922639994
K05a-D,2019,20431.68866235,-4282.714379380002
K05a-D,2020,17949.723682205,-2481.9649801449996
K05a-D,2021,11418.564999999999,-6531.158682205001
K05a-En,2003,183906.50091466002,
K05a-En,2004,125350.61033797002,-58555.89057669
K05a-En,2005,85392.46928866502,-39958.141049305006
K05a-En,2006,64961.56864782001,-20430.900640845008
K05a-En,2007,54759.80637698001,-10201.762270840001
K05a-En,2008,54534.75292070999,-225.05345627001952
K05a-En,2009,49762.10858754,-4772.644333169985
K05a-En,2010,38340.86879636,-11421.23979118
K05a-En,2011,30718.505564895,-7622.363231465002
K05a-En,2012,21201.324053815002,-9517.181511079998
K05a-En,2013,27741.958455810003,6540.634401995001
K05a-En,2014,25012.220315040002,-2729.7381407700013
K05a-En,2015,20195.502688085002,-4816.717626955
K05a-En,2016,9278.723249904999,-10916.779438180003
K05a-En,2017,12452.078466135,3173.355216230002
K05a-En,2018,13126.557359855,674.4788937199992
K05a-En,2019,10872.021504560002,-2254.5358552949983
K05a-En,2020,11010.345124104999,138.3236195449972
K05a-En,2021,8167.746000000001,-2842.599124104998
K05a-Es,2003,5360.931396815,
K05a-Es,2004,70422.28339957002,65061.35200275502
K05a-Es,2005,39894.096104740005,-30528.187294830015
K05a-Es,2006,19849.3228366,-20044.773268140005
K05a-Es,2007,29897.464165479996,10048.141328879996
K05a-Es,2008,49215.58877349,19318.124608010006
K05a-Es,2009,40944.676459005,-8270.912314485002
K05a-Es,2010,10406.406286605,-30538.2701724
K05a-Es,2011,1.3840484800000001,-10405.022238125
K05a-Es,2012,7.194520300000001,5.81047182
K05a-Es,2013,0.44728396,-6.747236340000001
K05a-Es,2014,0.04430643,-0.40297753
K05a-Es,2015,4.541409075000001,4.497102645000001
K05a-Es,2016,0.0,-4.541409075000001
K05a-Es,2017,0.260564005,0.260564005
K05a-Es,2018,3.07613214,2.815568135
K05a-Es,2019,0.735275755,-2.340856385
K05a-Es,2020,0.45888802500000003,-0.27638772999999994
K05a-Es,2021,0.384,-0.07488802500000002
K06-A,2003,14586.398317860003,
K06-A,2004,71836.68283903501,57250.28452117501
K06-A,2005,57084.574253315004,-14752.108585720009
K06-A,2006,46543.77707028501,-10540.797183029994
K06-A,2007,22798.999150804997,-23744.777919480013
K06-A,2008,26888.955241724998,4089.956090920001
K06-A,2009,34326.87502476,7437.9197830349985
K06-A,2010,27574.639442575004,-6752.235582184992
K06-A,2011,22855.296799609998,-4719.342642965006
K06-A,2012,13070.013915855001,-9785.282883754997
K06-A,2013,12556.122622755001,-513.8912930999995
K06-A,2014,15785.421036349999,3229.2984135949973
K06-A,2015,13894.575566625,-1890.845469724998
K06-A,2016,9997.214252340002,-3897.361314284999
K06-A,2017,1899.44408189,-8097.770170450001
K06-A,2018,530.2255969600001,-1369.21848493
K06-A,2019,11607.919659410001,11077.694062450002
K06-A,2020,17831.10798469,6223.188325279998
K06-A,2021,9378.282000000001,-8452.825984689998
K06-C,2003,96037.977334595,
K06-C,2004,119525.86129836002,23487.883963765024
K06-C,2005,85664.11728557001,-33861.744012790004
K06-C,2006,71595.145280975,-14068.972004595009
K06-C,2007,69522.680370275,-2072.4649107000005
K06-C,2008,62038.65025259,-7484.030117685004
K06-C,2009,59422.35556108999,-2616.2946915000066
K06-C,2010,56284.127959445,-3138.2276016449905
K06-C,2011,47869.235571185,-8414.89238826
K06-C,2012,47844.229866025,-25.005705160001526
K06-C,2013,31484.489895545004,-16359.739970479997
K06-C,2014,39897.318870065,8412.828974519995
K06-C,2015,35274.985155585,-4622.3337144800025
K06-C,2016,31195.240641865,-4079.7445137199975
K06-C,2017,25401.353140580002,-5793.887501284997
K06-C,2018,20262.998259615,-5138.354880965002
K06-C,2019,16689.854521430003,-3573.1437381849973
K06-C,2020,15539.677532185002,-1150.176989245001
K06-C,2021,13312.510000000002,-2227.167532185
K06-D,2003,200729.21565085,
K06-D,2004,225563.45492675004,24834.239275900036
K06-D,2005,178940.860937155,-46622.59398959504
K06-D,2006,150458.99775932502,-28481.863177829975
K06-D,2007,140029.89075683503,-10429.107002489996
K06-D,2008,127727.577518335,-12302.31323850002
K06-D,2009,121313.019172735,-6414.558345600002
K06-D,2010,117197.25036668,-4115.768806054999
K06-D,2011,99664.62952632502,-17532.620840354983
K06-D,2012,90220.76882740502,-9443.860698920005
K06-D,2013,80699.66408744,-9521.104739965012
K06-D,2014,72244.33153265501,-8455.332554784996
K06-D,2015,67738.79062257,-4505.540910085008
K06-D,2016,66590.04831772501,-1148.7423048449855
K06-D,2017,51233.616905445,-15356.431412280013
K06-D,2018,42004.03370607,-9229.583199375003
K06-D,2019,48942.94177207999,6938.9080660099935
K06-D,2020,42094.430427335,-6848.511344744991
K06-D,2021,27692.077999999998,-14402.352427335001
K06-DN,2003,172165.94995704494,
K06-DN,2004,251707.85116147491,79541.90120442997
K06-DN,2005,200724.23223239,-50983.618929084914
K06-DN,2006,165957.05783984496,-34767.17439254504
K06-DN,2007,158681.300645525,-7275.757194319944
K06-DN,2008,146376.818501785,-12304.482143740024
K06-DN,2009,132468.751627225,-13908.066874559998
K06-DN,2010,106674.229556315,-25794.522070909996
K06-DN,2011,83825.15886503497,-22849.070691280023
K06-DN,2012,52123.703546525,-31701.455318509972
K06-DN,2013,44779.166949119994,-7344.536597405007
K06-DN,2014,40278.35205823498,-4500.814890885013
K06-DN,2015,26624.522863420003,-13653.829194814978
K06-DN,2016,21333.667360225005,-5290.855503194998
K06-DN,2017,14579.124678935,-6754.542681290004
K06-DN,2018,11077.117023945002,-3502.0076549899986
K06-DN,2019,9303.332307025,-1773.7847169200013
K06-DN,2020,7556.509107675001,-1746.8231993499994
K06-DN,2021,5771.3110000000015,-1785.1981076749998
K06-G,2003,71122.33343289001,
K06-G,2004,71120.121276135,-2.212156755005708
K06-G,2005,61232.877692885006,-9887.243583249998
K06-G,2006,53771.432250435,-7461.445442450007
K06-G,2007,61405.26979235499,7633.837541919995
K06-G,2008,177967.97718247003,116562.70739011504
K06-G,2009,243309.11479644003,65341.13761397
K06-G,2010,210546.83062444,-32762.284172000043
K06-G,2011,232586.604285,22039.773660560022
K06-G,2012,191877.22978149,-40709.374503510015
K06-G,2013,161735.19623224004,-30142.033549249958
K06-G,2014,141704.78879657,-20030.40743567003
K06-G,2015,126359.50783584002,-15345.280960729986
K06-G,2016,121657.05649185502,-4702.451343984998
K06-G,2017,102261.21524088,-19395.84125097502
K06-G,2018,95978.212180185,-6283.003060695002
K06-G,2019,91807.21751896504,-4170.9946612199565
K06-G,2020,87604.60600027998,-4202.611518685066
K06-G,2021,55576.715,-32027.891000279982
K06-N,2003,0.0,
K06-N,2004,8.339103075,8.339103075
K06-N,2005,56.20692611500001,47.867823040000005
K06-N,2006,2.8778081200000005,-53.32911799500001
K06-N,2007,2397.658283175,2394.7804750550004
K06-N,2008,6259.970046585001,3862.311763410001
K06-N,2009,0.0,-6259.970046585001
K06-N,2010,0.0,0.0
K06-N,2011,0.0,0.0
K06-N,2012,0.0,0.0
K06-N,2013,0.0,0.0
K06-N,2014,0.0,0.0
K06-N,2015,0.0,0.0
K06-N,2016,0.0,0.0
K06-N,2017,0.0,0.0
K06-N,2018,0.0,0.0
K06-N,2019,0.0,0.0
K06-N,2020,0.0,0.0
K06-N,2021,0.0,0.0
K06-T,2003,49614.800256940005,
K06-T,2004,47372.735606775,-2242.0646501650044
K06-T,2005,35489.151889055,-11883.583717720001
K06-T,2006,5333.496222410001,-30155.655666644998
K06-T,2007,15.02831909,-5318.467903320001
K06-T,2008,0.450448705,-14.577870385
K06-T,2009,0.0,-0.450448705
K06-T,2010,0.0,0.0
K06-T,2011,0.0,0.0
K06-T,2012,0.0,0.0
K06-T,2013,0.0,0.0
K06-T,2014,0.0,0.0
K06-T,2015,0.0,0.0
K06-T,2016,0.0,0.0
K06-T,2017,0.0,0.0
K06-T,2018,0.0,0.0
K06-T,2019,0.0,0.0
K06-T,2020,0.0,0.0
K06-T,2021,0.0,0.0
K07-FA,2003,56369.38302500001,
K07-FA,2004,24711.951419269997,-31657.431605730013
K07-FA,2005,11591.497797605,-13120.453621664998
K07-FA,2006,33870.743492655,22279.245695049998
K07-FA,2007,41650.85660339,7780.113110735001
K07-FA,2008,32656.97622721,-8993.880376179997
K07-FA,2009,42305.58326865,9648.607041439998
K07-FA,2010,18269.39140991,-24036.19185874
K07-FA,2011,3955.80255037,-14313.58885954
K07-FA,2012,15958.046272035002,12002.243721665003
K07-FA,2013,13927.92037486,-2030.125897175003
K07-FA,2014,17481.97331629,3554.0529414300017
K07-FA,2015,22145.375926635003,4663.402610345001
K07-FA,2016,34747.58356608,12602.207639444998
K07-FA,2017,13065.850166350001,-21681.73339973
K07-FA,2018,16622.784080645,3556.9339142949993
K07-FA,2019,22189.123251684996,5566.339171039996
K07-FA,2020,15116.36862539,-7072.754626294996
K07-FA,2021,6755.332,-8361.03662539
K07-FB,2003,1818.67346,
K07-FB,2004,678737.7269336102,676919.0534736102
K07-FB,2005,467941.27493746503,-210796.45199614513
K07-FB,2006,398629.82019764005,-69311.45473982499
K07-FB,2007,224941.53717290502,-173688.28302473502
K07-FB,2008,105727.46549703,-119214.07167587502
K07-FB,2009,68373.23760187,-37354.22789516
K07-FB,2010,28869.000104190003,-39504.23749768
K07-FB,2011,36475.077557885,7606.0774536949975
K07-FB,2012,32603.545837375004,-3871.5317205099964
K07-FB,2013,23635.87904403,-8967.666793345004
K07-FB,2014,33159.66432301001,9523.785278980009
K07-FB,2015,29665.633935250004,-3494.0303877600054
K07-FB,2016,24546.46268356,-5119.171251690004
K07-FB,2017,22010.209667685005,-2536.253015874994
K07-FB,2018,19649.99875718,-2360.210910505004
K07-FB,2019,21362.527724795,1712.5289676149987
K07-FB,2020,13260.430293015,-8102.097431779999
K07-FB,2021,14826.348,1565.9177069849993
K07-FC,2003,283236.23818,
K07-FC,2004,169717.38991529003,-113518.84826470996
K07-FC,2005,173189.80931436003,3472.4193990700005
K07-FC,2006,176987.69003431502,3797.880719954992
K07-FC,2007,147351.02195513502,-29636.668079180003
K07-FC,2008,111564.87035189499,-35786.151603240025
K07-FC,2009,91693.44282638501,-19871.42752550998
K07-FC,2010,121543.19424132998,29849.75141494497
K07-FC,2011,95549.28796084502,-25993.906280484967
K07-FC,2012,75282.085864955,-20267.20209589001
K07-FC,2013,70383.98998506999,-4898.095879885019
K07-FC,2014,33899.333798985,-36484.65618608499
K07-FC,2015,34525.91427713,626.580478145006
K07-FC,2016,56017.688077894985,21491.773800764982
K07-FC,2017,70066.35402365502,14048.665945760033
K07-FC,2018,61209.38790058,-8856.96612307502
K07-FC,2019,68759.877663265,7550.489762685
K07-FC,2020,68034.23433713,-725.643326135003
